,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,labels
VPS52,-0.31004956,0.17418636,-0.36630076,0.36886612,-0.69487053,0.8875081,0.021354608,0.66328853,0.34080398,-0.43505645,0.4641079,-0.25943467,-0.15712233,-0.40537044,0.2638616,0.32940635,-0.5794395,-0.30836427,-0.2237272,-0.20968884,-0.5585323,-0.2916211,-0.15877903,-0.2883253,-0.28236026,-0.5152575,-0.4132016,-0.20310055,-0.45670524,-0.36096466,-0.49778134,-0.5237736,-0.6478553,-0.62031,-0.7793453,-0.65604365,-0.82249725,-0.32566172,-0.55384785,-0.7258274,-0.7891634,-0.68044144,0.08621929,-0.7534893,-0.72062546,-0.81728315,-0.7686593,-0.5921319,-0.82917017,0.01091464,0.6653069,0.5101375,-0.105338335,-0.5778569,-0.19333392,0.64916205,-0.17448731,0.50080764,0.2115409,0.73956025,0.0219452,0.951593,-0.31515118,-0.10533833,0.41002005,-0.23997088,0.35712406,0.32369742,0.16846707,-0.10533833,-0.21066982,0.096455246,0.6377437,0.0
CIAO1,-0.31004956,-0.15594335,-0.36630076,-0.4674756,-0.69487053,-0.26582393,0.04253585,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.24937354,-0.14107451,-0.40537044,-0.5805805,-0.5959015,-0.51801103,-0.5717039,-0.5127487,-0.47233537,-0.54210794,-0.558004,-0.51898074,-0.37855718,-0.5104668,-0.59400755,-0.54933065,-0.47408256,-0.48758718,-0.4549958,-0.5628962,-0.54440826,-0.48523095,-0.7789175,-0.4026176,-0.56962776,-0.40993413,-0.6551793,-0.42989781,-0.6729022,-0.31057665,-0.5237484,-0.62030613,-0.61105525,-0.4771812,-0.63699245,-0.6763239,-0.438379,-0.82917017,1.4723542,0.6653069,0.7038051,-0.55049306,-0.5778569,-0.19576728,0.8374357,-0.2724866,0.9768053,-0.36135542,0.45612234,0.1340489,0.12453782,-0.7780191,-0.55049306,0.26180235,-0.17800948,0.5206341,-0.0008379842,0.37384367,-0.55049306,-0.50740707,-0.30969253,0.7150619,0.0
TAF1L,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.50466835,-1.5030656,0.5101375,-0.052967183,-0.5778569,-0.19253795,1.1961244,0.9035047,-0.34918836,0.1337438,0.069718346,-0.20217091,0.8158078,-0.1743859,-0.052967183,-0.33360118,0.91197574,-0.41554108,0.31537598,-0.17785425,-0.052967183,-0.03611849,-0.046891026,0.107079364,0.0
IL6R,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26848635,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.501595,-0.15208156,-0.40537044,-0.5805805,-0.5959015,0.1479916,-0.38731954,-0.49814302,-0.33404464,-0.43704852,-0.41499567,0.21168013,0.2862751,-0.06362402,-0.59475845,-0.49253976,-0.23579155,-0.40250015,-0.12685755,-0.25943998,-0.053331595,0.21409348,0.72193056,2.1173139,0.102063596,1.474017,-0.5102903,0.51910716,-0.27609187,1.0684829,0.24127339,-0.3267001,0.69346035,2.5660584,0.84275466,0.3159939,-0.51138306,-0.82917017,-0.4090951,0.6653069,0.63924915,-0.22317341,-0.5778569,-0.1748073,-0.13799267,0.41350842,2.3707988,-0.5499918,-0.3003093,-0.19977474,0.058673806,-0.54275084,-0.2231734,-0.4182773,0.30378726,-0.14623043,0.057411958,-0.3550419,-0.2231734,-0.45504165,0.21591048,0.4492639,0.0
RRM2B,-0.31004956,-0.48673418,-0.36630076,-0.4674756,0.23212002,-0.26640815,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.50525665,-0.16647683,-0.40537044,1.1010679,-0.5959015,-0.5411493,-0.5716524,-0.55474764,-0.4996637,-0.6251118,-0.5461556,-0.5615534,-0.4454712,-0.5708524,-0.60744977,-0.5766427,-0.49632052,-0.49366906,-0.50355303,-0.544395,-0.48889917,-0.6379537,-0.78539926,-0.44563276,-0.44895732,0.072205044,-0.62278706,-0.03880556,-0.4479971,-0.5889757,-0.7387481,-0.57246125,-0.7691565,-0.66902536,0.043698188,-0.8059551,-0.6383067,1.2060251,-0.2498063,0.6653069,0.7038051,-0.2362662,-0.5778569,0.17409146,-0.37937847,-0.37048587,-0.7911863,-0.32446104,0.8119276,-1.4704871,0.10459734,-0.13484883,-0.23626618,0.3412998,0.09513975,-0.4956931,0.04076912,0.27316886,-0.23626618,-0.22812495,-0.118564166,0.2189,0.0
NSDHL,-0.31004956,-0.15859748,-0.36630076,-0.4674756,-0.22657484,-0.2664575,0.5889962,-0.4201376,-0.46643153,-0.43505645,0.4630906,0.24495682,-0.6455928,-0.40537044,1.1130481,-0.5959015,-0.47703716,1.012695,0.6764721,-0.41279387,3.813257,-0.4750361,-0.5523626,1.2263604,1.1663185,1.2699326,0.5621805,0.21844849,-0.18659164,0.035037663,-0.15436292,0.21879911,-0.62509537,-0.51219976,0.20828614,0.033647962,-0.6543627,-0.19800507,-0.7041721,-0.7083848,-0.08419186,0.26062962,-0.25045276,-0.5408341,0.14860626,-0.25841564,-0.17712355,-0.62334675,-0.82917017,-0.4729906,0.6653069,0.7038051,-0.4850291,-0.5778569,-0.17217089,0.39143655,-0.2724866,-0.7911863,0.44957584,0.38627553,0.27957267,0.52619606,0.5605578,-0.48502913,0.6054481,-0.85429084,0.94383657,0.024126276,0.43424854,-0.48502913,-0.40267625,-0.33358356,-0.42519918,0.0
STX6,-0.31004956,0.17232248,-0.36630076,-0.4674756,-0.22237901,-0.6517486,-0.51688725,-0.4201376,0.362651,-0.43505645,0.45911074,1.9066174,-0.6455928,-0.40537044,0.26494953,-0.5959015,0.13192078,-0.43064773,-0.12461236,-0.28027537,-0.5315899,0.0040767505,-0.16233665,-0.2503356,-0.00087494333,-0.19172226,0.02062892,-0.119486615,-0.40344352,-0.2354328,-0.12802222,-0.19230865,-0.5398197,-0.06207873,-0.25882185,-0.57152414,0.15201919,-0.29872933,-0.36994585,-0.6482077,-0.31211394,0.60648537,0.446054,0.008535704,-0.324437,-0.22077313,0.039267827,-0.6659633,1.2060251,-0.09051755,0.6653069,0.63924915,0.1303318,-0.5778569,-0.16524985,-0.074216895,0.6095069,2.4727983,-0.30524454,0.18852942,-0.29927555,0.47215596,-0.34572366,0.13033181,0.18991798,-0.1533867,0.07819514,0.31537598,0.10403519,0.13033181,-0.071028754,0.3353657,0.5669153,0.0
CDC25A,-0.31004956,-0.48673418,-0.36630076,0.36628696,-0.69487053,-0.27179423,-0.51688725,-0.4201376,0.35534146,-0.43505645,-0.5232038,-0.74412304,-0.14205599,1.1531862,0.2592681,-0.5959015,-0.14149915,0.082991414,0.20180048,-0.098406024,-0.5275064,-0.18506026,-0.5657618,-0.21209282,-0.5742627,-0.57653254,-0.41979894,-0.19846514,-0.049394727,0.009815427,-0.10338119,-0.07520847,0.112051375,0.90857357,0.39677936,0.67788196,1.0573878,-0.0043068537,1.5433147,0.53810966,1.6151215,0.60781443,1.584728,2.2683809,0.51356053,2.2986627,2.0266588,-0.66969484,1.2060251,-0.018515324,0.6653069,-0.8455363,0.61476487,1.7305322,0.13198563,-0.235562,0.021511242,0.87480575,-0.40038216,0.06884397,-0.94366735,-0.026045743,-0.05770658,0.61476487,-0.6370885,1.4584643,-2.4321651,0.0740548,-0.44363573,0.61476487,0.3828047,0.59816724,0.29862285,0.0
STK25,-0.31004956,0.16890076,-0.36630076,0.38114458,-0.24354096,-0.27167523,-0.51688725,0.66248477,-0.46643153,-0.43505645,-0.5232038,-0.03131549,0.31531212,-0.40537044,-0.5805805,0.3252096,-0.086286575,-0.33444664,-0.217733,0.426548,-0.06905215,-0.112019114,-0.25025287,-0.32905796,-0.5668907,-0.2658374,-0.37138528,-0.39198467,-0.14011447,-0.12309254,-0.47082338,-0.5249298,-0.49141353,-0.6006441,-0.37015653,-0.56412303,-0.74454653,-0.7497751,-0.47847334,-0.03455729,-0.7846623,-0.7426493,-0.057033233,-0.69153476,-0.49872985,-0.5794146,-0.62846243,-0.6437795,1.2060251,-0.50466835,-1.5030656,0.7038051,-0.49812192,-0.5778569,-0.1925008,0.17311512,-0.2724866,0.09280955,0.117298424,1.7564601,-1.3409208,0.38376406,0.6208021,-0.49812192,0.6094851,-0.859745,0.9502487,-0.0008379842,0.45438352,-0.49812192,-0.40267625,-0.35747463,-0.37111935,0.0
ITGB4,0.4118547,1.1193377,-0.36630076,0.37933755,1.5553113,0.4900044,0.031963926,-0.4201376,-0.46643153,-0.43505645,1.4375427,0.4228473,0.8017676,2.6621604,1.0338447,4.0175,-0.08714795,-0.34397656,-0.23824212,-0.48305288,-0.059868228,-0.32082766,-0.243266,0.31010696,-0.0378037,-0.5096617,-0.27699643,-0.5013147,-0.4753534,-0.43448392,-0.53740126,-0.17526813,-0.22570744,0.2913581,-0.21224836,1.6105043,-0.22191963,0.90269434,0.92025644,1.3045609,0.25350443,1.1940312,0.68847597,-0.5901963,-0.40899482,1.7528796,0.69287974,0.5924051,-0.82917017,-0.50466835,-1.5030656,0.5101375,0.012496762,-0.5778569,-0.058667608,-0.61212224,1.3935012,-0.5871872,-0.7467343,-0.00035529258,-0.5631362,0.186097,-0.78884405,0.012496745,-0.3462109,0.31467935,-0.41554108,0.0740548,-0.23423214,0.012496745,-0.40267625,0.57427615,0.7140013,0.0
PIK3C3,-0.31004956,-0.15769036,-0.36630076,-0.4674756,1.5831857,0.4796444,2.111368,1.7010154,-0.46643153,1.1448146,0.45591545,-0.04819581,-0.14966905,-0.40537044,0.13058521,-0.5959015,-0.5571707,-0.49954897,-0.4554397,-0.54282725,-0.5572392,-0.5413571,-0.56278515,-0.31925908,-0.6114297,-0.39049,-0.5230953,-0.46561787,-0.44222778,-0.4509894,-0.49034953,-0.5461748,-0.5799565,-0.61701834,-0.25564644,-0.5787112,-0.56951714,-0.6825719,-0.7105233,-0.5836032,-0.67504483,-0.78181946,-0.84090805,-0.83541816,-0.41675907,-0.7700857,-0.73555964,-0.48652545,-0.82917017,0.4028173,0.6653069,0.7038051,-0.039874393,-0.5778569,0.14719552,-0.70869267,0.3155091,-0.3151885,-1.2916796,0.5487536,-0.95369345,-0.18570636,-1.2979196,-0.039874397,0.12805222,0.07874503,-0.123787865,0.1156619,0.14430511,-0.039874397,-0.45504165,0.5503851,-0.39760125,0.0
MRPL38,-0.31004956,-0.15592824,-0.36630076,0.38286266,-0.69487053,-0.6517486,0.03610343,0.66335285,0.36101466,1.1726688,-0.5232038,-0.74412304,-0.14516842,-0.40537044,-0.5805805,-0.5959015,0.25056717,-0.15493894,0.024669008,-0.35529798,0.14731227,-0.12655005,-0.008317649,-0.098222926,0.23216508,0.45350504,-0.2900014,0.072656624,-0.22989447,-0.026165199,0.22487932,-0.201914,-0.61188436,-0.55104464,-0.6873629,-0.5172994,-0.77999294,-0.63873726,-0.058012057,-0.38955387,-0.16937277,-0.5859089,-0.6058646,-0.48823977,-0.6893977,-0.3427816,-0.67337847,-0.29767284,-0.82917017,1.3751235,0.6653069,0.7038051,0.49692982,1.7305322,-0.19644937,1.3400048,0.3155091,-0.72318655,1.6528977,-0.6815112,1.1996554,0.90113306,1.6386858,0.49692982,1.3038148,-0.80754226,1.0656676,0.6981613,1.1671611,0.49692982,0.9762792,-0.42914775,0.7343828,0.0
GAD1,-0.31004956,-0.15851167,1.7842286,0.38069502,-0.69487053,-0.27157572,0.03890903,-0.4201376,0.35045898,-0.43505645,2.4217677,0.46902916,-0.14279594,-0.40537044,-0.5805805,2.179335,-0.40917557,0.017597748,-0.5221568,-0.47600013,-0.6212103,-0.42342225,-0.49181592,-0.30515978,-0.57050794,-0.39386195,-0.28998432,-0.27496466,-0.2747755,-0.49616793,-0.43016028,-0.2947238,1.7241771,-0.6042959,1.6292242,0.8283531,4.177089,1.8394331,2.7990572,-0.58643574,0.62540007,2.690632,2.025846,1.9129475,3.2184694,2.0803013,1.6401306,3.1541388,1.2060251,-0.44095284,0.6653069,-1.3619834,-0.11843113,-0.5778569,1.3483891,-0.99208146,-0.46848515,-0.34918836,-1.9835161,0.11102607,-0.9937633,0.10333854,-1.9607723,-0.11843111,0.03435633,0.037655063,-0.32577088,0.17391184,0.12014316,-0.11843111,-0.54231733,0.5264941,-2.0003555,0.0
RPL15,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.22443964,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,0.4567704,-0.5123188,-0.14678988,-0.40537044,-0.5805805,-0.5959015,-0.4764699,-0.5767724,-0.46031123,-0.5196177,-0.601681,-0.5505815,-0.53325844,-0.39649105,-0.5392332,-0.5869564,-0.5754721,-0.48530176,-0.5108349,-0.49012098,-0.5333936,-0.5335037,-0.6583782,-0.26666686,-0.73905915,-0.5441048,-0.14967234,0.17600128,-0.72552663,-0.50141776,-0.6068139,-0.6792899,-0.46761402,-0.2228167,-0.6661511,-0.77794075,0.09121703,-0.4484629,-0.82917017,0.9828938,0.6653069,0.7038051,2.2775488,1.7305322,0.06788034,0.09897544,1.1975025,-0.1451893,0.45483568,0.8002736,-0.9784152,0.74470234,0.49508286,2.2775488,0.5035501,1.1069013,-1.8005674,1.6051961,0.4020326,2.2775488,2.6345167,0.5503851,0.6644854,0.0
PTCD3,0.41631344,-0.15637319,1.7950453,0.3822621,0.23337473,-0.26685295,0.024241885,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49739116,-0.6455928,-0.40537044,1.1026483,1.257358,-0.52186346,-0.5631338,-0.5463672,-0.53132457,-0.62889135,-0.54279524,-0.5212582,-0.45799035,-0.61084914,-0.5651926,-0.534914,-0.51159847,-0.513521,-0.47450987,-0.539825,-0.53615046,-0.37543476,-0.62810296,-0.21546097,-0.7957727,-0.05827411,-0.7327252,-0.31906706,-0.24433666,-0.36543414,-0.2722651,-0.4020828,-0.26524982,-0.17472869,-0.30541053,-0.36185354,-0.6372412,-0.82917017,1.1200773,0.6653069,0.7038051,0.5100226,1.7305322,-0.19643828,1.3329164,0.21750978,0.84080607,1.6680841,-0.6755062,1.2023052,0.9255178,1.6526772,0.5100226,1.3166517,-0.80804014,1.0720798,0.7148042,1.1752151,0.5100226,0.9937343,-0.42914775,0.72878236,0.0
PHF5A,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26553157,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.2486687,-0.1431841,1.1547041,-0.5805805,-0.5959015,-0.5270793,-0.32954994,-0.3290548,-0.36445507,-0.49197298,-0.3203622,-0.25665322,-0.33597782,-0.3373055,-0.56676644,-0.558266,-0.46232685,-0.4669966,-0.56650203,-0.50220805,-0.41330963,-0.64677566,-0.7652438,-0.645655,-0.6921114,-0.6552124,-0.0680005,-0.76500946,-0.3849007,-0.4784531,-0.021328002,-0.202851,-0.7841142,-0.4552105,0.007842467,-0.51319027,-0.57963383,-0.82917017,2.8214972,0.6653069,0.7038051,1.7276516,1.7305322,-0.16737825,1.0848793,0.51150763,0.22880888,1.2220049,0.016274989,0.55807537,0.832958,1.3664646,1.7276517,1.517542,0.17230281,0.4116274,1.4138035,1.5899953,1.7276517,2.425055,-0.16634625,0.2643173,0.0
IGF1,0.41436836,-0.15884922,-0.36630076,-0.4674756,-0.69487053,0.07528586,-0.51688725,-0.4201376,0.35659084,1.1497769,-0.5232038,-0.0052282927,-0.14315227,-0.40537044,-0.5805805,-0.5959015,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,-0.63282293,2.5401206,1.6287222,0.4090397,0.37108138,0.8075683,-0.1125247,1.2923108,3.0259383,0.7305729,2.2262595,2.0826037,1.9572724,0.05711228,2.6564643,0.36306453,-0.82917017,-0.50466835,-1.5030656,0.25191382,1.0599197,1.7305322,1.2691429,-0.702298,1.0015041,2.4387987,-0.67656577,0.23230913,-1.0402775,-0.14034222,-0.7733156,1.0599196,-0.4734796,0.42053843,-0.46683836,0.27376887,-0.53222954,1.0599196,0.15588796,1.7210463,0.21547545,1.0
NUP205,3.3219657,0.4931863,-0.36630076,0.38239765,1.6426531,1.6523038,1.6987215,0.66062814,2.832348,-0.43505645,0.46154353,2.427616,2.8658206,-0.40537044,1.1079288,2.1831918,-0.48904002,-0.47675717,-0.5296665,-0.5413925,-0.52062654,-0.5292871,-0.48149776,-0.40483823,-0.6016544,-0.5566395,-0.5609641,-0.5047218,-0.46566498,-0.5692758,-0.5005898,-0.5372238,-0.4796569,-0.45354664,0.082464255,-0.50109947,0.32152334,-0.29799125,-0.17076072,-0.6182609,-0.22441994,-0.073650084,0.3235045,-0.27536464,0.23913175,0.22569533,-0.13427086,-0.3886017,-0.82917017,2.918188,0.6653069,0.7038051,1.1122909,1.7305322,-0.025583593,-0.06895709,0.21750978,1.6228023,-0.17201492,0.6243227,-0.4239423,0.8902436,-0.45705944,1.1122907,-0.02132336,0.49217024,-0.492487,1.0892681,-0.4114198,1.1122907,0.3828047,1.506027,0.2686404,0.0
MRPL41,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26643756,-0.51688725,1.747189,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.1409397,-0.40537044,0.26374614,-0.5959015,-0.54547757,-0.56807065,-0.5212039,-0.53784984,-0.6051601,-0.54886365,-0.5721494,-0.468801,-0.61783314,-0.58751845,-0.57805306,-0.53041124,-0.50206506,-0.5479954,-0.5408625,-0.48840967,0.014407971,-0.34980795,0.04357019,0.76331365,-0.7831171,-0.68817806,-0.56670785,-0.39061567,-0.28922457,-0.6044845,-0.562429,-0.77091235,-0.07125215,-0.65663385,-0.683104,-0.60067827,-0.82917017,3.5356445,0.6653069,0.7038051,0.5231154,1.7305322,-0.1961594,1.280094,0.3155091,-0.5871872,1.6342412,-0.6095021,1.0633762,0.9252589,1.6455601,0.5231154,1.2999249,-0.72564894,0.85727245,0.7231256,1.1752151,0.5231154,1.0111895,-0.42914775,0.7074279,0.0
PDS5A,0.41538355,0.8296086,-0.36630076,0.38250172,1.1281002,0.11655769,0.58745134,1.720544,1.186824,1.1652594,-0.5232038,-0.25380844,-0.6455928,-0.40537044,-0.5805805,1.2518507,-0.49970922,-0.5724588,-0.5401426,-0.4737984,-0.603237,-0.5102031,-0.5371812,-0.36072376,-0.52923405,-0.5836876,-0.5405363,-0.4327105,-0.48389655,-0.49599636,-0.54188246,-0.5060732,-0.6244241,-0.795424,-0.7052621,-0.7302882,-0.045131862,-0.71033484,-0.7777358,-0.6952587,-0.6847819,-0.72389764,-0.69212556,-0.7957033,-0.60206586,-0.78484225,-0.71460474,-0.63262093,1.2060251,1.36432,0.6653069,0.7038051,0.65404326,1.7305322,-0.15908882,0.97187996,1.5894998,0.1268094,0.48990846,0.47009462,-0.3629925,0.8074138,0.30824205,0.65404326,0.59387904,0.17652601,0.1006377,0.74808985,0.56713927,0.65404326,0.8366381,0.048673157,-0.15979096,0.0
MPHOSPH6,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49717352,-0.14571589,-0.40537044,-0.5805805,-0.5959015,-0.45095047,-0.51121914,-0.5309881,-0.30901283,-0.4621422,-0.40646496,-0.52826065,-0.38431293,-0.47000128,-0.60316294,-0.45600888,-0.40262368,-0.47995687,-0.44635588,-0.5165793,-0.30322942,-0.643735,-0.47439384,-0.59885144,-0.28936124,-0.28257528,-0.33069262,-0.52382684,-0.4952977,-0.6357905,-0.13708067,-0.25433922,-0.63758177,-0.32143664,-0.353002,-0.690068,-0.25558186,-0.82917017,0.10758646,0.6653069,0.7038051,0.88971335,1.7305322,-0.16274047,0.31921297,-0.2724866,-0.34918836,0.2614817,-0.15752095,-0.849104,0.8853803,0.012418968,0.8897134,0.08643653,0.50275856,-2.2846854,0.9478039,-0.21812418,0.8897134,1.3952024,-0.28580147,0.74266183,0.0
NCOA1,-0.31004956,0.82240915,1.5259026,0.37314808,0.60534257,0.34141755,0.026457874,-0.4201376,2.7485218,1.1261355,-0.5232038,0.6159931,0.34551698,1.0877959,1.0713624,2.1232204,0.15446801,-0.032226264,-0.37058216,-0.5063742,-0.4843894,0.4208406,-0.13426341,-0.059150223,-0.6068379,0.084690675,-0.1713721,-0.2368869,-0.010436318,-0.017643552,0.21924414,0.03419244,-0.13371511,0.037368525,0.13349894,-0.6126369,-0.19437584,0.4405342,0.011941931,-0.16633637,-0.11867916,-0.11983033,-0.72333175,0.17089899,0.058644954,-0.29914546,-0.18748577,0.13104361,1.2060251,-0.47244444,0.6653069,0.7038051,1.4657959,1.7305322,1.4502234,-0.9033037,1.0995033,-0.24718882,-0.8537173,0.3158412,-1.1041973,0.180283,-0.6577429,1.465796,-0.46165758,0.17035545,-0.5854633,0.5483757,-0.6047154,1.465796,-0.14084928,2.8678164,-0.099809244,1.0
CCNH,-0.31004956,-0.15708253,1.7918345,0.382551,-0.225817,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.24494258,-0.3210849,-0.07526654,0.16268231,-0.1753412,-0.0041988795,-0.12598602,-0.17315352,0.2712864,-0.03807819,0.04475635,-0.2645392,-0.23236313,0.28522682,-0.4266899,-0.47264662,-0.6748534,-0.31639865,-0.4960488,-0.30898303,-0.79153043,-0.41969106,-0.52374387,-0.43287712,-0.3711719,-0.6348288,-0.45048153,-0.83120304,-0.34355775,-0.33929422,-0.70748436,-0.65124583,-0.82917017,1.2354242,0.6653069,0.7038051,1.950229,1.7305322,1.1816672,-0.6625031,6.7834616,-0.7911863,-0.5797272,0.07496287,-1.5099472,0.6673525,-0.48951426,1.950229,-0.78418154,1.0745195,-2.3744557,1.3971606,-0.78995705,1.950229,0.36534956,3.058945,0.5662924,0.0
WDR33,0.4122126,0.83089864,3.9325976,-0.4674756,0.6984975,1.2692821,0.03488282,1.7435511,-0.46643153,2.7518635,2.384424,0.44733575,-0.16565944,-0.40537044,3.4928994,2.178051,-0.42002943,-0.3879334,-0.4753069,-0.5060549,-0.4348082,-0.4344796,-0.4290987,-0.48732343,-0.5657812,-0.40637138,-0.5573858,-0.48370156,-0.42950022,-0.46424,-0.25823087,-0.49443328,-0.6830064,-0.51773226,-0.54285306,-0.55704737,-0.6129945,-0.66318685,-0.5056434,-0.5400075,-0.63052756,-0.5561461,-0.7644579,-0.708565,-0.5571368,-0.65723205,-0.80337995,-0.63214195,-0.82917017,1.6344051,0.6653069,0.7038051,2.198992,1.7305322,-0.10104786,0.53354055,0.21750978,0.6028071,0.710015,0.54314566,-1.2940333,0.8738082,0.94353044,2.198992,1.083646,0.6587142,-0.4187472,1.7549816,1.3161598,2.198992,2.5297859,0.5503851,-0.082638375,0.0
CCND3,-0.31004956,-0.15657061,-0.36630076,0.3810863,-0.69487053,-0.28326157,-0.51688725,-0.4201376,0.34477556,-0.43505645,0.4553844,0.4335906,-0.18045513,-0.40537044,-0.5805805,0.32666895,-0.20540865,-0.27025092,-0.08415078,-0.23950611,0.2199954,0.16105573,1.334771,0.21265037,0.12748262,-0.2636808,-0.4785273,-0.2504841,-0.22681968,-0.29737905,-0.3368673,0.30019984,-0.2609431,-0.09775692,-0.34165725,0.0492138,-0.39222136,-0.7339448,0.40210694,0.35930562,-0.69744784,-0.70948315,-0.35507843,-0.22088994,-0.1941186,0.7970234,-0.51601243,-0.58763987,1.2060251,0.09252317,0.6653069,0.7038051,0.14342459,-0.5778569,-0.09182764,-0.5109104,0.51150763,0.1268094,-0.61096156,0.106684774,-0.42611718,0.25188905,-0.6611951,0.1434246,-0.304779,0.3285401,-0.33859518,0.24048321,-0.26644808,0.1434246,-0.2630352,0.6220583,0.9080154,1.0
CDK2,0.41494733,-0.156318,1.7527177,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.5001897,-0.14372222,-0.40537044,-0.5805805,-0.5959015,-0.43158486,-0.5641437,-0.48187098,-0.40774563,-0.57190436,-0.5375938,-0.51903903,-0.3147509,-0.48550117,-0.579574,-0.52198696,-0.49354336,-0.5080467,-0.29684517,-0.53915846,-0.3956909,-0.36232448,-0.46518365,0.14530881,-0.80944693,0.19154418,0.26930735,-0.517711,-0.52030575,0.12225058,0.3135731,-0.2395394,-0.2654163,0.19418097,-0.077743456,0.38566673,-0.25102377,1.2060251,1.1347951,0.6653069,0.7038051,2.0680642,1.7305322,0.9347629,-0.80370826,5.4114723,1.894801,-0.72165215,-0.31198138,-1.0152233,-0.0400025,-0.6710922,2.0680642,-1.1095141,0.7119945,-2.1436179,0.46516156,-0.98727965,2.0680642,-0.3154006,4.205715,-0.023772804,0.0
HSP90AA1,2.595657,0.17200512,-0.36630076,0.38250193,0.7155434,0.49507725,0.040322646,0.66303194,-0.46643153,-0.43505645,0.46115303,-0.50108653,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.5273713,-0.55271924,-0.5163207,-0.5018078,-0.63731974,-0.5572524,-0.5803322,-0.40773028,-0.5818617,-0.5770095,-0.56527096,-0.5018553,-0.41963395,-0.49720672,-0.49481368,-0.505735,0.18418305,-0.6247696,-0.016412362,-0.5246577,0.56055063,-0.33443463,-0.58947736,-0.58641845,-0.6989901,0.2521186,-0.06312695,-0.17208593,-0.06167369,-0.4368272,-0.18850636,-0.5818131,1.2060251,-0.00993613,0.6653069,0.7038051,3.3380642,1.7305322,10.260651,-1.0566119,9.625442,2.5747976,-1.2236379,0.08702335,-1.3333346,-1.103386,-1.2904315,3.3380644,-1.7056664,1.275939,-3.3298674,-0.69983727,-1.845029,3.3380644,-0.48995194,6.762057,-1.0656818,1.0
